city,name,address,latitude,longitude,decoration_time,hotel_star,price,score,brand,services
Shenzhen,Vienna International Hotel (Shenzhen International Convention and Exhibition Center Ma'anshan Metro Station Branch),"No. 343-345 Nanhuan Road, Shajing, Bao'an District, Shenzhen, Guangdong Province",22.716198,113.807795,,,455,4.6,Vienna,Free Parking
Shenzhen,Atour X Hotel Shenzhen Luohu Sungang,,22.555514,114.109961,,,456,,,Family Room
Shenzhen,Atour Hotel Shenzhen Bao'an Xixiang,"Building A, Qiaohongsheng Cultural and Creative Park, Yintian Industrial Zone, Yantian Community, Xixiang Street, Bao'an District, Shenzhen, Guangdong Province",22.58681,113.8608,,,458,4.4,Atour,Free Parking
Shenzhen,City Celebrity Hotel Apartment (Hui Zhan Wan Shui An Branch),"Street-facing shop at the southwest intersection of Fengtang Avenue and Jincheng Road, Bao'an District, Shenzhen, Guangdong Province",22.700984,113.782428,,,464,4.6,,EV Charging Station
Shenzhen,CitiGO Hotel Shenzhen Nanshan Science and Technology Park,"Floors 21-28, Block A, Building 2, Software Industry Base, Nanshan District, Shenzhen, Guangdong Province",22.524857,113.936746,,,465,4.5,,EV Charging Station
Shenzhen,Wutong Hotel Apartment (Bao'an Center Branch),"Building 1, Taihua Wutong Village, Intersection of Xinhu Road and Xinghua 1st Road, Bao'an District, Shenzhen, Guangdong Province",22.550305,113.890213,,,467,4.6,,Sauna
Shenzhen,"Qiuguo Hotel, Shixia Metro Station, Shenzhen Convention and Exhibition Center",,22.520964,114.052621,,,469,,,Robot Service
Shenzhen,Homewood Suites by Hilton Shenzhen Bao'an,,22.557851,113.866167,,,469,,,Butler Service
Shenzhen,Wyndham Garden Shenzhen Longhua,"No. 1321 Guanguang Road, Longhua District, Shenzhen, Guangdong Province",22.723554,114.033017,,,469,4.6,,Free Parking
Shenzhen,Shenzhen Jiaochangwei Yishe Boutique Hotel,,22.58728,114.50991,,,470,,,Parking Lot
Shenzhen,HydePark International Apartment Hotel (Nanshan Houhai Metro Station Branch),"Floor 13, Pengrund Commercial Plaza, No. 3368 Houhaibin Road, Nanshan District, Shenzhen, Guangdong Province",22.51838,113.941484,,,471,4.3,,Free Parking
Shenzhen,Holiday Inn Express Shenzhen Guangming Tian'an Cloud Valley,"Block B, Building 1, Guangming Tian'an Cloud Valley Industrial Park, No. 98 Zhenyuan Road, Guangming District, Shenzhen, Guangdong Province",22.792167,113.965456,,,471,4.5,,Free Parking
Shenzhen,Hampton by Hilton Shenzhen Longgang Yonghu,"Block C, Building 1, Zhuohong Xingchen Garden, No. 6366 Longgang Avenue (Henggang Section), Longgang District, Shenzhen, Guangdong Province (6th Floor)",22.66076,114.219689,,,471,4.8,Hilton,Free Parking
Shenzhen,Bosden Executive Apartment (Shenzhen Excellence Qianhai One Branch),"West of Guiwan 5th Road, Nanshan District, Shenzhen, Guangdong Province (370 meters walk from Exit A2 of Guiwan Metro Station)",22.52891,113.89907,,,471,4.4,,Hotel Apartment
Shenzhen,Kezan Apartment (Shenzhen International Convention and Exhibition Center Branch),,22.706685,113.777654,,,473,,,Smart Room Control
Shenzhen,Novotel Shenzhen Futian (Kexueguan Metro Station Branch),"No. 1019 Shennan Middle Road, Futian District, Shenzhen, Guangdong Province",22.540382,114.102621,,,474,4.3,,Gym
Shenzhen,Homewood Suites by Hilton Shenzhen Dalang,"Xuan Yi Building, No. 2 Langjing Road, Dalang Street, Longhua District, Shenzhen, Guangdong Province",22.696714,113.991054,,,475,4.8,Hilton,Swimming Pool
Shenzhen,Jianguo Puyin Hotel (Shenzhen Huaqiang Branch),"Xili Building, No. 2081-1 Shennan Middle Road, Futian District, Shenzhen, Guangdong Province",22.540059,114.088595,,,477,4.6,,Parking Lot
Shenzhen,Youran Guanxia Hotel (Shenzhen Jiaochangwei Branch),"No. 6, Jiao Yi Dong Yi Alley, Jiaochangwei Residential Area, Pengfei Road, Dapeng Street, Longgang District, Shenzhen, Guangdong Province",22.590392,114.512215,,,477,4.7,,Beautiful View Outside the Window
Shenzhen,Shenzhen Dameisha Yalan Hotel,"No. 1 Caitao Road, Yantian District, Shenzhen, Guangdong Province",22.595553,114.308265,,,477,4.4,,Free Parking
Shenzhen,INNOGYM Hotel Shenzhen Nanshan Science and Technology Park,,22.542496,113.933734,,,478,,,Parking Lot
Shenzhen,Shenzhen Yunhai Hotel,"Lobby, 1st Floor, Yunhai Hotel, No. 1 Jinsha Road, Dapeng Street, Longgang District, Shenzhen, Guangdong Province",22.556288,114.46867,,,479,4.5,,Free Parking
Shenzhen,Shenzhen Yuelin Hotel,"No. 77 Haishan Road, Yantian District, Shenzhen, Guangdong Province",22.55962,114.236039,,,480,4.8,,Free Parking
Shenzhen,Guiyin Hotel (Shenzhen Futian Xiangmihu Branch),,22.547179,114.00995,,,482,,,Free Parking
Shenzhen,Shenzhen Ingiston Hotel,"Room 101, Building 3, Phase II, Yinxing Zhijie, No. 1301-80 Guanguang Road, Xinlan Community, Guanlan Street, Longhua District, Shenzhen, Guangdong Province",22.726152,114.046273,,,484,4.9,,Free Parking
Shenzhen,Honghai Grand Hotel (Shenzhen International Convention and Exhibition Center Guozhan South Metro Station Branch),"Bao'an District, Shenzhen, Guangdong Province",22.683104,113.784459,,,486,4.7,,Audio-Visual Room
Shenzhen,Vienna International Hotel (Shenzhen North Railway Station Branch),,22.606627,114.027738,,,486,,,Free Parking
Shenzhen,Huiyu Hotel (Shenzhen Futian Port Convention and Exhibition Center Branch),"No. 199 Fumin Road, Futian District, Shenzhen, Guangdong Province (250 meters walk from Exit E of Shixia Metro Station)",22.522552,114.05032,,,486,4.7,,Sunbathing Area
Shenzhen,Yan Ye's Narrow Hotel,,22.542239,113.920948,,,487,,,Designer Hotel
Shenzhen,Manxin Hotel Shenzhen Nanshan Science and Technology Park,,22.5466,113.925768,,,487,,,Family Room
Shenzhen,JunyiKaidi Hotel (Shenzhen International Convention and Exhibition Center Branch),,22.713415,113.804774,,,487,,,Free Parking
Shenzhen,Jiujianfang Homestay (Nantou Ancient City Branch),"Room 102, No. 6, Second Fang, Chunjing Street, Nantou City Community, Nanshan District, Shenzhen, Guangdong Province",22.543345,113.920528,,,488,4.7,,Smart Room Control
Shenzhen,Shenzhen Sentosa Hotel (Nanshan Taoyuan Branch),,22.533047,113.927509,,,488,,,Robot Service
Shenzhen,"Qiuguo Hotel, Gangxia Metro Station, Shenzhen Convention and Exhibition Center",,22.537511,114.068481,,,489,,,Butler Service
Shenzhen,Jinsen Hotel (Shenzhen International Convention and Exhibition Center Branch),,22.706634,113.800105,,,489,,,Free Parking
Shenzhen,Atour Light Hotel Shenzhen Nanshan Shenzhen Bay,,22.488652,113.938906,,,491,,,Butler Service
Shenzhen,Atour X Hotel Shenzhen Bao'an Airport Xiwang Mangrove,"Room 101, No. 1, Alley 1, Haibin New Village, Gushu Community, Xixiang Street, Bao'an District, Shenzhen, Guangdong Province",22.585614,113.843347,,,491,4.6,Atour,Free Parking
