poi_name,latitude,longitude,address,poi_type
Orange Hotel Guangzhou Beijing Road Pedestrian Street Qiyi Road,23.119949,113.264087,"3rd, 5th, and 6th Floors, Qiaoli Building, No. 133 Qiyi Road",hotel
Oriental Hotel - Coffee Mill Buffet (Guangzhou Oriental Hotel Branch),23.139025,113.258375,,restaurant
Oyster Song Chaoba Cantonese Restaurant,23.124163,113.245397,,restaurant
Paitan Town,23.496063,113.790665,,attraction
Panxi Restaurant,23.121321,113.236214,,restaurant
Panyu Children's Park,22.967148,113.373662,,attraction
Panyu Happy Forest,23.016062,113.446159,,attraction
Pazhou Hong Kong and Macau Passenger Port,23.110248,113.373718,,attraction
Pazhou Pagoda,23.105305,113.382269,,attraction
Peach Blossom Town,23.497222,113.621667,,attraction
Peacock Tower Restaurant,23.138957,113.256959,,restaurant
Pearl River Night Cruise,23.115119,113.294879,,attraction
Pearl River Night Cruise (Haixinsha East District Pier),23.116329,113.333457,,attraction
Pearl River Night Cruise (Taikoo Hui Pier),23.094724,113.258941,,attraction
Pearl River Night Cruise Canton Tower Fortune Pier,23.113208,113.333565,,attraction
Pearl River Night Cruise Canton Tower · Zhongda Pier,23.109558,113.306007,,attraction
Pearl River Night Cruise Convention and Exhibition Center Pier,23.110572,113.369801,,attraction
Pearl River Night Cruise Dashatou Pier,23.118706,113.291887,,attraction
Pearl River Night Cruise Haixinsha West Pier,23.116211,113.330131,,attraction
Pearl River Night Cruise Provincial Federation Pier,23.117493,113.268404,,attraction
Pearl River Night Cruise Tianzi Pier,23.120996,113.277576,,attraction
Pearl River Night Cruise Xidi Pier,23.113222,113.258634,,attraction
Pearl River Pita Beer Cultural and Creative Art District,23.112566,113.346401,,attraction
Peasant Movement Training Institute Site,23.133860,113.282870,,attraction
Peninsula Yuzhenxuan Restaurant,23.107510,113.308425,,restaurant
People's Park,23.133405,113.270815,,attraction
Poly World Trade Expo Center,23.103718,113.372736,,attraction
Putien Restaurant (Taikoo Hui Tianhe Branch),23.133982,113.331318,,restaurant
Puzhou Garden,22.768203,113.622600,,attraction
Qianlonggou Grand Waterfall,23.713006,113.865891,,attraction
Qinfei Grilled Fish King,23.132987,113.245657,,restaurant
Qiu Da 6 Zai Ji (Binjiang East Road Branch),23.102754,113.306846,,restaurant
RICK BELLA Restaurant (Yuzhu Gangbei District Branch),23.101556,113.419258,,restaurant
Ready Player One Guangdong Guangzhou Skydiving Base,23.141299,113.349842,,attraction
Red Castle Garden Theme Restaurant (Ersha Branch),23.109560,113.317997,,restaurant
Renwei Ancestral Temple,23.128977,113.242168,,attraction
Ronghe Yayuan - Chaoshan Private Cuisine (Jichang Road Branch),23.198550,113.264423,,restaurant
Rooftop Restaurant (Second Normal University Branch),23.097542,113.315580,,restaurant
"Sacred Heart Cathedral, Guangzhou",23.120805,113.266558,,attraction
Saizeriya Italian Restaurant (237 Health Port Cocopark Branch),23.059096,113.260537,,restaurant
Saizeriya Italian Restaurant (299 Baiyun Station Yuessheng Plaza Zone A Branch),23.191281,113.246364,,restaurant
Saizeriya Italian Restaurant (Guangzhou Baiyun Railway Station Branch),23.192478,113.247958,,restaurant
Saizeriya Italian Restaurant (Laimenli Kou'ancheng Branch),22.215176,113.550900,,restaurant
Saizeriya Italian Restaurant (Tianhe Xintiandi Branch),23.171565,113.343926,,restaurant
Sanbanzi Jar Pickled Fish (Huadu Branch),23.393800,113.220016,,restaurant
Sanyuan Palace,23.141037,113.269674,,attraction
Sanyuanli People's Anti-British Struggle Memorial Hall,23.166898,113.266612,,attraction
Sea Erosion Cave,23.113316,113.607356,,attraction
Shamian Church,23.112754,113.248153,,attraction
Shamian Island,23.112627,113.251119,,attraction
Shamian Island - Riverside Square,23.111167,113.250890,,attraction
Shamian Street Cultural Station,23.113885,113.251112,,attraction
Shangpin Seafood Restaurant,23.121009,113.417834,,restaurant
Shangxiajiu Pedestrian Street,23.119805,113.252523,,attraction
Shangyefang Coconut Chicken Theme Restaurant,22.919275,113.345975,,restaurant
Shawan Ancient Town,22.909439,113.340932,,attraction
Shengguang Group Restaurant (Poly World Trade Center Tower G Branch),23.096048,113.365753,,restaurant
Shengji Seafood Restaurant,23.111838,113.261435,,restaurant
Shengke Tea Restaurant (Wufu Commercial Building Branch),23.132201,113.288402,,restaurant
Shenjing Ancient Village,23.082073,113.415391,,attraction
Shennong Caotang Traditional Chinese Medicine Museum,23.202979,113.344502,,attraction
Shenzhen-Zhongshan Bridge,22.564071,113.653126,,attraction
Sheraton Grand Guangzhou · Feast Buffet Restaurant,23.132377,113.322218,,restaurant
Sheraton Guangzhou Yuexiu Hotel,23.132912,113.321810,"No. 208 Tianhe Road (next to Tianhe City, Exit D of Tiyu Xilu Metro Station)",hotel
Shiban Street HK & Macau Restaurant (Wanlinghui Branch),23.132824,113.330010,,restaurant
Shiji,22.956489,113.432973,,attraction
Shijian Xiangjing · Qixidi,23.536018,113.396561,,attraction
Shimen National Forest Park,23.631008,113.788742,,attraction
Shitouji Mineral Garden,23.406978,113.167616,,attraction
Sihai Equestrian,23.027175,113.454251,,attraction
Siji Yue Fusion Cuisine Restaurant (Guanghui Tiandi Branch),23.134272,113.599019,,restaurant
Sofitel St. Regis Nanyue Palace Chinese Restaurant,23.138114,113.315791,,restaurant
Songji Restaurant,23.101548,113.415402,,restaurant
"South China National Botanical Garden, Chinese Academy of Sciences",23.188836,113.372578,,attraction
St. Paul's Cantonese Restaurant,23.116932,113.235996,,restaurant
"Staff Canteen, Guangdong Provincial People's Hospital",23.124901,113.287533,,restaurant
Staff Center Restaurant (NIO Advanced Manufacturing Xinqiao Factory 2),31.996783,116.991051,,restaurant
Sun Yat-sen Grand Marshal's Mansion Memorial Hall,23.116337,113.285651,,attraction
Sun Yat-sen Literature Museum,23.130477,113.277149,,attraction
Sun Yat-sen Memorial Hall,23.139129,113.271126,,attraction
Sun Yat-sen University (South Campus),23.102915,113.304864,,attraction
Sunny Grounds Western Kitchen,23.132186,113.331902,,restaurant
"Sunset Ultimate Micro Restaurant - Coffee by Day, Alcohol by Night",23.125125,113.269625,,restaurant
TIT Creative Park,23.105729,113.331870,,attraction
Taiheng Ice Room (South Station Xijie Branch),22.984517,113.280317,,restaurant
Taikoo Hui,23.134218,113.332479,,attraction
Taikoo Wharf,23.094555,113.259118,,attraction
Tao Tao Ju (Grandview Branch),23.131723,113.327286,,restaurant
Tao Tao Ju Restaurant (Jiefang North Road Branch),23.133583,113.261670,,restaurant
Tao Tao Ju Restaurant (Panyu Teemall Branch),23.004295,113.348532,,restaurant
Tao Tao Ju Restaurant (Shi Fu Lu Branch),23.113365,113.242484,,restaurant
Taohua Stream,23.197683,113.313586,,attraction
TaxiWay Flight Center (Canton Tower Branch),23.112219,113.331153,,attraction
Teemall,23.132333,113.322605,,attraction
Thai Fragrant Rice Thai Restaurant (Teemall Branch),23.131850,113.322861,,restaurant
Thai Fresh Small Hot Pot,23.112637,113.285343,,restaurant
Thai Suo Southeast Asian Flavor Restaurant (Tangming Plaza Branch),23.128637,113.244810,,restaurant
The Eating Table (Goode Plaza Winter Branch),23.119722,113.326446,,restaurant
The Four Seasons Hotel Guangzhou,23.117395,113.323006,"No. 5 Zhujiang West Road, Zhujiang New Town, near Huacheng Square",hotel
Thirteen Hongs Museum,23.114945,113.257572,,attraction
Tianchi Lake,22.988796,113.512643,,attraction
Tianhe Daguan Wetland Park,23.184698,113.429953,,attraction
Tianhe Park,23.134103,113.371801,,attraction
Tianhe Road Commercial District,23.147072,113.336053,,attraction
Tianhe Sports Center,23.143232,113.331575,,attraction
Tianhu Tourism Scenic Area,23.655576,113.636903,,attraction
Tianlong Creek Natural Scenic Area,23.541753,113.256538,,attraction
Tianlu Lake Forest Park,23.228718,113.426335,,attraction
Tianren Shanshui Land Art Park,23.440908,113.594523,,attraction
Tropic of Cancer Park,23.444851,113.493292,,attraction
Upside Down Museum (Jiedeng Metropolis Branch),23.132110,113.272080,,attraction
Victoria Hotel (Guangzhou High-Speed Rail South Station Branch),22.988918,113.277294,"1st Floor Lobby, East Tower, Aoyue Yue Times Plaza, No. 283 West Hanxi Avenue",hotel
Vienna 3 Good Hotel (Guangzhou Haizhu Canton Tower Branch),23.105027,113.317251,"No. 1 Dongqing Street, Yizhou Road, Haizhu District, Guangzhou",hotel
Vienna International Hotel (Guangzhou Baiyun International Convention Center Branch),23.198966,113.264166,"No. 1618-2 Airport Road, Baiyun District, Guangzhou (near Baiyun International Convention Center, Baiyun Cultural Plaza Station)",hotel
W Guangzhou,23.121910,113.328475,"No. 26 Xiancun Road, Zhujiang New Town",hotel
Wait For My Food To Come Seafood Food Stall (Tianhe South Branch),23.132189,113.331517,,restaurant
Wanbo Center,23.013736,113.349203,,attraction
Wangye Ice Room (Junyi Hui Branch),23.123499,113.267525,,restaurant
Wangzi Mountain Forest Park,23.573497,113.222987,,attraction
Wanxihong Sichuan & Cantonese Restaurant,23.461010,113.164497,,restaurant
Weidu Hotel Apartment (Guangzhou Beijing Road Pedestrian Street Yuexiu Park Branch),23.141297,113.270371,"No. 268 Middle Huanshi Road, near Yuexiu Park",hotel
Weishui Da Cha Fan (Haiyin Photography City Branch),23.117657,113.283998,,restaurant
Weixin Huachu (Grandview Mall Branch),23.132086,113.327063,,restaurant
Weiyuan Restaurant (Shadong Branch),23.154050,113.309527,,restaurant
Wenming Restaurant (Hang Seng Building Branch),23.146570,113.265508,,restaurant
Wentong Ice Room (Beijing Road Branch),23.120918,113.266893,,restaurant
Wentong Ice Room (Dongfang Baotai Branch),23.149907,113.323959,,restaurant
Wentong Ice Room (Grandview Mall Branch),23.131747,113.326965,,restaurant
Wentong Ice Room (Tiyu West Road LAB Branch),23.132085,113.321283,,restaurant
Wentong Ice Room (Zhujiang New Town Branch),23.120523,113.324423,,restaurant
Western Suburbs Swimming Pool,23.128977,113.234057,,attraction
Westin Guangzhou,23.143612,113.325935,No. 6 Linhe Middle Road (near CITIC Plaza and Guangzhou East Railway Station),hotel
Whampoa Military Academy Historical Site First Exhibition Hall,23.092223,113.432175,,attraction
Whampoa Military Academy Memorial Hall,23.092368,113.431318,,attraction
Wong Tai Sin Temple,23.101465,113.233717,,attraction
Wuzhi Mountain,23.741667,113.810410,,attraction
Xi Chuan Music Restaurant & Bar,23.113075,113.245125,,restaurant
Xi Yue Bo Ya Hui Private Kitchen,23.121817,113.234791,,restaurant
Xianggeming Restaurant (Zhongzhou Center Branch),23.096720,113.368788,,restaurant
Xiangwei Restaurant (Xianghe Street Branch),23.459836,113.165743,,restaurant
Xiangwei Song Restaurant,28.190158,113.012252,,restaurant
Xiaogang Park,23.102924,113.287264,,attraction
Xiaopingyuan Leisure Science and Education Farm,23.469808,113.192439,,attraction
"Xiaozhou Village, Guangdong Ancient Village",23.068246,113.364821,,attraction
Xifang Dayuan Cultural Creative Park,22.943144,113.363670,,attraction
Xiguan Grand Mansion Gate,23.124206,113.242879,,attraction
Xiguan Yongqing Fang Tourism Area,23.120750,113.244039,,attraction
Xinghai Concert Hall,23.113815,113.312170,,attraction
Xinhai Revolution Memorial Hall,23.078246,113.426816,,attraction
Xinhexing Restaurant (Gongbei Port Branch),22.216761,113.550750,,restaurant
Xinshunfa Restaurant (Shiqiao Branch),22.954572,113.365491,,restaurant
Xintang Park,23.125106,113.624689,,attraction
Xitou Tourism Village,23.719128,113.873632,,attraction
Xixi Restaurant (Donghu Branch),23.117833,113.286451,,restaurant
Xu Bo Guan,23.114407,113.329132,,restaurant
Yadong River Stream,23.704480,113.733508,,attraction
Yanjiang Road Bar Street,23.039826,113.317041,,attraction
Yaxin Cuisine (Jincheng Plaza Branch),23.378887,113.208881,,restaurant
Yifangle Tian Urban Farm,23.079113,113.310354,,attraction
Yihong Huanle Restaurant,23.116415,113.325245,,restaurant
Yingfengge Chinese Restaurant,23.148009,113.325840,,restaurant
Yixuan Italian Restaurant (Zhujiang New Town Branch),23.116427,113.327203,,restaurant
Yongqing Fang,23.120549,113.244008,,attraction
Yongyuan Bailie Jin Yan (Liyuan Xintiandi Branch),22.919772,113.345995,,restaurant
Yoting American BBQ Restaurant,23.002723,113.347060,,restaurant
You Le (Tianhe Youyicheng Branch),23.131926,113.323116,,restaurant
Youma Space (Pazhou Branch),23.103843,113.363278,,attraction
Youmi Dining Room New Style Tea Restaurant,23.395991,113.217650,,restaurant
Yu Ji Tea Restaurant (Qianshan Branch),22.233298,113.523801,,restaurant
Yuanfeng Tea Restaurant (Panyu Meiya Characteristic Food Street Branch),22.992653,113.358368,,restaurant
Yuanyuan Taoist Temple,23.405862,113.186642,,attraction
Yue Weidao (Jiefang North Road Branch),23.137298,113.262015,,restaurant
Yueshifang Vegetarian Restaurant,23.100684,113.308799,,restaurant
Yuexiangyuan HK-style Chinese Restaurant,22.765033,113.610435,,restaurant
Yuexiu Mountain,23.144092,113.269578,,attraction
Yuexiu Park,23.146080,113.272266,,attraction
Yuexiu Park. Yundao Soup Garden Restaurant,23.141657,113.268382,,restaurant
Yujingmei Restaurant,23.100427,113.315052,,restaurant
Yuntai Garden,23.163796,113.298080,,attraction
Yuyin Shanfang Garden,23.017654,113.402024,,attraction
Yuzhu Pier,23.099873,113.436123,,attraction
Zengjiang Gallery,23.262268,113.832543,,attraction
Zhan Tianyou Former Residence Memorial Hall,23.118890,113.246014,,attraction
"Zhengguo Old Street Scenic Area, Zhengguo Town, Zengcheng District",23.423866,113.901193,,attraction
Zhenshihui Smart Restaurant,23.114975,113.315575,,restaurant
Zhiweiyuan Restaurant (Longde Building Branch),23.133739,113.330800,,restaurant
Zhongshan Park,23.079364,113.423999,,attraction
Zhoutouju Park,23.107862,113.252296,,attraction
Zhu Ge Coffee & Dining Room (Taikoo Hui Branch),23.133774,113.330771,,restaurant
Zhujiang Mingdian - Authentic Chaoshan Restaurant,23.102602,113.308909,,restaurant
Zhujiang New Town,23.124903,113.339912,,attraction
Zhujiang Park,23.127287,113.347168,,attraction
Zinitang,22.897389,113.291907,,attraction
haxnbauer German Restaurant (Guangzhou Xinghuan Branch),23.113636,113.264520,,restaurant
iFUNANYA FOOD (Yifunaya Restaurant),23.151352,113.256330,,restaurant
