origin_city,destination_city,dep_date,dep_station_code,dep_station_name,arr_station_code,arr_station_name,dep_datetime,arr_datetime,duration,train_no,train_type,seat_class,price,segment_index,route_index,sample_id
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 07:30:00,2026-04-22 08:26:00,56,C7611,Intercity,Second Class Seat,65,1,10307,40640
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 07:41:00,2026-04-22 08:44:00,63,C7613,Intercity,No Seat,65,1,10309,40649
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 07:41:00,2026-04-22 08:44:00,63,C7613,Intercity,Second Class Seat,65,1,10309,40646
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 08:00:00,2026-04-22 08:58:00,58,C7615,Intercity,No Seat,65,1,10313,40662
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 08:00:00,2026-04-22 08:58:00,58,C7615,Intercity,Second Class Seat,65,1,10313,40660
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 08:46:00,2026-04-22 09:33:00,47,C7619,Intercity,No Seat,65,1,10316,40671
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 08:46:00,2026-04-22 09:33:00,47,C7619,Intercity,Second Class Seat,65,1,10316,40669
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 09:22:00,2026-04-22 10:15:00,53,C7623,Intercity,No Seat,65,1,10320,40686
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 09:22:00,2026-04-22 10:15:00,53,C7623,Intercity,Second Class Seat,65,1,10320,40684
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 09:27:00,2026-04-22 10:25:00,58,C7625,Intercity,No Seat,65,1,10322,40692
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 09:27:00,2026-04-22 10:25:00,58,C7625,Intercity,Second Class Seat,65,1,10322,40690
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 09:32:00,2026-04-22 10:39:00,67,C7627,Intercity,No Seat,65,1,10324,40699
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 09:32:00,2026-04-22 10:39:00,67,C7627,Intercity,Second Class Seat,65,1,10324,40696
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 09:42:00,2026-04-22 11:02:00,80,C7629,Intercity,No Seat,65,1,10327,40708
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 09:42:00,2026-04-22 11:02:00,80,C7629,Intercity,Second Class Seat,65,1,10327,40705
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 10:14:00,2026-04-22 11:12:00,58,C7631,Intercity,First Class Seat,85,1,10330,40714
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 10:14:00,2026-04-22 11:12:00,58,C7631,Intercity,No Seat,65,1,10330,40718
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 10:14:00,2026-04-22 11:12:00,58,C7631,Intercity,Second Class Seat,65,1,10330,40716
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 10:27:00,2026-04-22 11:23:00,56,C7633,Intercity,No Seat,65,1,10332,40724
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 10:27:00,2026-04-22 11:23:00,56,C7633,Intercity,Second Class Seat,65,1,10332,40722
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 10:54:00,2026-04-22 11:56:00,62,C7637,Intercity,No Seat,65,1,10336,40738
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 10:54:00,2026-04-22 11:56:00,62,C7637,Intercity,Second Class Seat,65,1,10336,40736
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 11:04:00,2026-04-22 12:05:00,61,C7639,Intercity,No Seat,65,1,10338,40744
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 11:04:00,2026-04-22 12:05:00,61,C7639,Intercity,Second Class Seat,65,1,10338,40742
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 11:14:00,2026-04-22 12:15:00,61,C7641,Intercity,No Seat,65,1,10340,40750
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 11:14:00,2026-04-22 12:15:00,61,C7641,Intercity,Second Class Seat,65,1,10340,40748
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 11:27:00,2026-04-22 12:45:00,78,C7645,Intercity,No Seat,65,1,10342,40757
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 11:27:00,2026-04-22 12:45:00,78,C7645,Intercity,Second Class Seat,65,1,10342,40754
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 12:15:00,2026-04-22 13:18:00,63,C7649,Intercity,No Seat,65,1,10346,40770
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 12:15:00,2026-04-22 13:18:00,63,C7649,Intercity,Second Class Seat,65,1,10346,40767
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 12:31:00,2026-04-22 13:28:00,57,C7651,Intercity,No Seat,65,1,10350,40783
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 12:31:00,2026-04-22 13:28:00,57,C7651,Intercity,Second Class Seat,65,1,10350,40781
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 12:45:00,2026-04-22 13:44:00,59,C7653,Intercity,No Seat,65,1,10352,40789
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 12:45:00,2026-04-22 13:44:00,59,C7653,Intercity,Second Class Seat,65,1,10352,40787
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 13:07:00,2026-04-22 14:00:00,53,C7655,Intercity,No Seat,65,1,10354,40795
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 13:07:00,2026-04-22 14:00:00,53,C7655,Intercity,Second Class Seat,65,1,10354,40793
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 13:14:00,2026-04-22 14:10:00,56,C7657,Intercity,First Class Seat,85,1,10356,40799
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 13:14:00,2026-04-22 14:10:00,56,C7657,Intercity,No Seat,65,1,10356,40803
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 13:14:00,2026-04-22 14:10:00,56,C7657,Intercity,Second Class Seat,65,1,10356,40801
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 13:24:00,2026-04-22 14:21:00,57,C7659,Intercity,No Seat,65,1,10358,40809
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 13:24:00,2026-04-22 14:21:00,57,C7659,Intercity,Second Class Seat,65,1,10358,40807
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 13:31:00,2026-04-22 14:41:00,70,C7661,Intercity,No Seat,65,1,10360,40815
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 13:31:00,2026-04-22 14:41:00,70,C7661,Intercity,Second Class Seat,65,1,10360,40813
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 13:56:00,2026-04-22 14:49:00,53,C7663,Intercity,No Seat,65,1,10363,40827
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 13:56:00,2026-04-22 14:49:00,53,C7663,Intercity,Second Class Seat,65,1,10363,40824
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 14:08:00,2026-04-22 15:00:00,52,C7665,Intercity,No Seat,65,1,10366,40835
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 14:08:00,2026-04-22 15:00:00,52,C7665,Intercity,Second Class Seat,65,1,10366,40833
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 14:13:00,2026-04-22 15:17:00,64,C7667,Intercity,No Seat,65,1,10368,40841
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 14:13:00,2026-04-22 15:17:00,64,C7667,Intercity,Second Class Seat,65,1,10368,40839
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 14:49:00,2026-04-22 15:48:00,59,C7671,Intercity,No Seat,65,1,10371,40854
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 14:49:00,2026-04-22 15:48:00,59,C7671,Intercity,Second Class Seat,65,1,10371,40852
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 15:05:00,2026-04-22 15:58:00,53,C7673,Intercity,No Seat,65,1,10374,40864
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 15:05:00,2026-04-22 15:58:00,53,C7673,Intercity,Second Class Seat,65,1,10374,40862
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 16:18:00,2026-04-22 17:10:00,52,C7681,Intercity,First Class Seat,85,1,10379,40879
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 16:18:00,2026-04-22 17:10:00,52,C7681,Intercity,No Seat,65,1,10379,40883
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 16:18:00,2026-04-22 17:10:00,52,C7681,Intercity,Second Class Seat,65,1,10379,40881
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 16:23:00,2026-04-22 17:25:00,62,C7683,Intercity,No Seat,65,1,10381,40889
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 16:23:00,2026-04-22 17:25:00,62,C7683,Intercity,Second Class Seat,65,1,10381,40887
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 16:49:00,2026-04-22 17:52:00,63,C7687,Intercity,No Seat,65,1,10384,40898
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 16:49:00,2026-04-22 17:52:00,63,C7687,Intercity,Second Class Seat,65,1,10384,40896
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 17:05:00,2026-04-22 18:02:00,57,C7689,Intercity,No Seat,65,1,10387,40909
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 17:05:00,2026-04-22 18:02:00,57,C7689,Intercity,Second Class Seat,65,1,10387,40907
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 17:16:00,2026-04-22 18:25:00,69,C7691,Intercity,No Seat,65,1,10389,40915
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 17:16:00,2026-04-22 18:25:00,69,C7691,Intercity,Second Class Seat,65,1,10389,40913
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 18:05:00,2026-04-22 19:04:00,59,C7697,Intercity,No Seat,65,1,10393,40928
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 18:05:00,2026-04-22 19:04:00,59,C7697,Intercity,Second Class Seat,65,1,10393,40926
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 18:10:00,2026-04-22 19:17:00,67,C7699,Intercity,No Seat,65,1,10395,40934
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 18:10:00,2026-04-22 19:17:00,67,C7699,Intercity,Second Class Seat,65,1,10395,40932
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 18:22:00,2026-04-22 19:28:00,66,C7701,Intercity,No Seat,65,1,10397,40940
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 18:22:00,2026-04-22 19:28:00,66,C7701,Intercity,Second Class Seat,65,1,10397,40938
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 18:47:00,2026-04-22 19:55:00,68,C7707,Intercity,No Seat,65,1,10400,40949
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 18:47:00,2026-04-22 19:55:00,68,C7707,Intercity,Second Class Seat,65,1,10400,40947
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 19:27:00,2026-04-22 20:17:00,50,C7709,Intercity,No Seat,65,1,10404,40965
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 19:27:00,2026-04-22 20:17:00,50,C7709,Intercity,Second Class Seat,65,1,10404,40963
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 19:37:00,2026-04-22 20:43:00,66,C7713,Intercity,No Seat,65,1,10406,40971
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 19:37:00,2026-04-22 20:43:00,66,C7713,Intercity,Second Class Seat,65,1,10406,40969
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 19:50:00,2026-04-22 20:53:00,63,C7715,Intercity,No Seat,65,1,10408,40977
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 19:50:00,2026-04-22 20:53:00,63,C7715,Intercity,Second Class Seat,65,1,10408,40975
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 20:01:00,2026-04-22 21:06:00,65,C7717,Intercity,No Seat,65,1,10410,40983
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 20:01:00,2026-04-22 21:06:00,65,C7717,Intercity,Second Class Seat,65,1,10410,40981
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 21:26:00,2026-04-22 22:20:00,54,C7725,Intercity,No Seat,65,1,10419,41017
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,MFQ,Mingzhu Railway Station,2026-04-22 21:26:00,2026-04-22 22:20:00,54,C7725,Intercity,Second Class Seat,65,1,10419,41015
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 07:15:00,2026-04-22 08:22:00,67,C7609,Intercity,No Seat,65,1,10305,40635
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 07:15:00,2026-04-22 08:22:00,67,C7609,Intercity,Second Class Seat,65,1,10305,40632
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 07:41:00,2026-04-22 08:52:00,71,C7613,Intercity,No Seat,65,1,10310,40650
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 07:41:00,2026-04-22 08:52:00,71,C7613,Intercity,Second Class Seat,65,1,10310,40647
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 09:32:00,2026-04-22 10:46:00,74,C7627,Intercity,No Seat,65,1,10325,40700
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 09:32:00,2026-04-22 10:46:00,74,C7627,Intercity,Second Class Seat,65,1,10325,40697
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 09:42:00,2026-04-22 11:09:00,87,C7629,Intercity,No Seat,65,1,10328,40709
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 09:42:00,2026-04-22 11:09:00,87,C7629,Intercity,Second Class Seat,65,1,10328,40706
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 11:27:00,2026-04-22 12:52:00,85,C7645,Intercity,No Seat,65,1,10343,40758
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 11:27:00,2026-04-22 12:52:00,85,C7645,Intercity,Second Class Seat,65,1,10343,40755
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 12:15:00,2026-04-22 13:25:00,70,C7649,Intercity,No Seat,65,1,10347,40771
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 12:15:00,2026-04-22 13:25:00,70,C7649,Intercity,Second Class Seat,65,1,10347,40768
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 13:56:00,2026-04-22 14:56:00,60,C7663,Intercity,No Seat,65,1,10364,40828
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,QXQ,Qianshan Railway Station,2026-04-22 13:56:00,2026-04-22 14:56:00,60,C7663,Intercity,Second Class Seat,65,1,10364,40825
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:00:00,2026-04-22 06:57:00,57,C7601,Intercity,No Seat,70,1,10296,40601
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:00:00,2026-04-22 06:57:00,57,C7601,Intercity,Second Class Seat,70,1,10296,40600
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:15:00,2026-04-22 07:14:00,59,C7605,Intercity,No Seat,70,1,10297,40604
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:15:00,2026-04-22 07:14:00,59,C7605,Intercity,Second Class Seat,70,1,10297,40603
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:22:00,2026-04-22 07:19:00,57,D7185,EMU,Business Class Seat,205,1,10298,40606
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:22:00,2026-04-22 07:19:00,57,D7185,EMU,First Class Seat,90,1,10298,40607
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:22:00,2026-04-22 07:19:00,57,D7185,EMU,No Seat,70,1,10298,40609
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:22:00,2026-04-22 07:19:00,57,D7185,EMU,Second Class Seat,70,1,10298,40608
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:30:00,2026-04-22 07:27:00,57,C7607,Intercity,First Class Seat,90,1,10299,40611
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:30:00,2026-04-22 07:27:00,57,C7607,Intercity,No Seat,70,1,10299,40613
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:30:00,2026-04-22 07:27:00,57,C7607,Intercity,Second Class Seat,70,1,10299,40612
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:31:00,2026-04-22 07:33:00,62,D7101,EMU,Business Class Seat,205,1,10300,40615
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:31:00,2026-04-22 07:33:00,62,D7101,EMU,First Class Seat,90,1,10300,40616
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:31:00,2026-04-22 07:33:00,62,D7101,EMU,No Seat,70,1,10300,40618
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:31:00,2026-04-22 07:33:00,62,D7101,EMU,Second Class Seat,70,1,10300,40617
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:45:00,2026-04-22 07:48:00,63,C7603,Intercity,No Seat,70,1,10302,40623
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 06:45:00,2026-04-22 07:48:00,63,C7603,Intercity,Second Class Seat,70,1,10302,40621
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:07:00,2026-04-22 08:06:00,59,D7133,EMU,Business Class Seat,205,1,10303,40626
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:07:00,2026-04-22 08:06:00,59,D7133,EMU,First Class Seat,90,1,10303,40627
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:07:00,2026-04-22 08:06:00,59,D7133,EMU,No Seat,70,1,10303,40629
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:07:00,2026-04-22 08:06:00,59,D7133,EMU,Second Class Seat,70,1,10303,40628
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:15:00,2026-04-22 08:32:00,77,C7609,Intercity,No Seat,70,1,10306,40636
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:15:00,2026-04-22 08:32:00,77,C7609,Intercity,Second Class Seat,70,1,10306,40633
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:30:00,2026-04-22 08:40:00,70,C7611,Intercity,No Seat,70,1,10308,40643
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:30:00,2026-04-22 08:40:00,70,C7611,Intercity,Second Class Seat,70,1,10308,40641
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:41:00,2026-04-22 09:03:00,82,C7613,Intercity,No Seat,70,1,10311,40651
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:41:00,2026-04-22 09:03:00,82,C7613,Intercity,Second Class Seat,70,1,10311,40648
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:48:00,2026-04-22 08:47:00,59,D7139,EMU,Business Class Seat,205,1,10312,40655
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:48:00,2026-04-22 08:47:00,59,D7139,EMU,First Class Seat,90,1,10312,40656
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:48:00,2026-04-22 08:47:00,59,D7139,EMU,No Seat,70,1,10312,40658
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 07:48:00,2026-04-22 08:47:00,59,D7139,EMU,Second Class Seat,70,1,10312,40657
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 08:00:00,2026-04-22 09:13:00,73,C7615,Intercity,No Seat,70,1,10314,40663
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 08:00:00,2026-04-22 09:13:00,73,C7615,Intercity,Second Class Seat,70,1,10314,40661
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 08:10:00,2026-04-22 09:23:00,73,C7617,Intercity,No Seat,70,1,10315,40667
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 08:10:00,2026-04-22 09:23:00,73,C7617,Intercity,Second Class Seat,70,1,10315,40666
Guangzhou,Zhuhai,2026-04-22,IZQ,Guangzhou South,ZHQ,Zhuhai Railway Station,2026-04-22 08:46:00,2026-04-22 09:46:00,60,C7619,Intercity,No Seat,70,1,10317,40672
