poi_name,latitude,longitude,address,poi_type
Lavande Hotel (Shenzhen Dongmen Shuibei Cuizhu Metro Station Branch),22.551301,114.131021,,hotel
Lavande Hotel (Shenzhen Nanshan Science and Technology Park Vanke Cloud City Branch),22.567384,113.939582,,hotel
Le Caesar Pizza (Intown MixC Branch),22.569116,114.059981,,poi
Lee Garden (Kerry Centre Branch),22.535322,114.056889,,poi
Lee Garden Restaurant (MixC Luohu Branch),22.537933,114.111045,,poi
Lekaisa Pizza (Futian COCOPark Branch),22.534076,114.053789,,poi
Li Shifu Crispy Tripe (Huaqiangbei Branch),22.548596,114.084648,,poi
Li Yi Hotel (Shenzhen International Convention and Exhibition Center Tangwei Metro Station Branch),22.695798,113.828856,,hotel
Lianhuashan Park,22.559257,114.065193,,attraction
Licheng Donggu Hotel (Shenzhen Huaqiangbei Branch),22.538304,114.083587,,hotel
"Licheng Huating Hotel, Dongguan Jiahui Club",22.715136,114.190861,,hotel
Licheng Langyu Hotel (Shenzhen Longgang Central Dayun New City Branch),22.722441,114.221198,,hotel
Lighthouse Library,22.558537,114.248125,,attraction
Liubentang · Eel Izakaya (Raffles City Branch),22.511437,113.925710,,poi
Lixin Lake Park,22.690618,113.827049,,attraction
Lizhi Park,22.551843,114.108658,,attraction
Long Garden,22.739521,114.272187,,attraction
Long Ji · Hong Kong Tea Restaurant (Nanshan Branch),22.512638,113.914719,,poi
Long Yuan Restaurant (Longhua Main Branch),22.660223,114.032228,,poi
Longcheng Park,22.718913,114.232846,,attraction
Longgang Children's Park,22.741904,114.231905,,attraction
Longgang District Science and Technology Museum,22.724238,114.254217,,attraction
Longhua Culture and Sports Center,22.663360,114.048731,,attraction
Longhua Park,22.663733,114.023117,,attraction
Longjiuchang Sukiyaki Japanese Cuisine (Sea World Branch),22.483733,113.916218,,poi
Longtan Park,22.729943,114.249268,,attraction
Longteng Seafood Hotpot Restaurant,22.538832,114.124852,,poi
Longxing Temple,22.741234,114.269697,,attraction
Lovers' Island,22.469168,114.546808,,attraction
Lucky Niu Shantou Little Yellow Cattle Beef Hot Pot (Meilin Branch),22.567714,114.059027,,poi
Luohu Art Museum,22.549859,114.133777,,attraction
Luoruihe Taiwan Food Street,22.731611,114.275127,,attraction
Lushen Chicken Pot · Hong Kong Hot Pot (Shenzhen Main Store),22.532243,114.023687,,poi
Luzui Villa,22.546455,114.613672,,attraction
MAGPIE Magpie Pie Restaurant (OCT Branch),22.539788,113.992807,,poi
Malian Mountain Country Park,22.650439,114.332252,,attraction
Maluan Mountain,22.652801,114.332475,,attraction
Maluan Mountain Waterfall,22.643601,114.345157,,attraction
Man Ge Live Seafood · Steak Buffet (Da Qian Li Branch),22.775927,113.893721,,poi
Man Wah Cafe (Intown Branch),22.535497,114.066183,,poi
Mandarin Oriental Shenzhen · East Bay,22.557430,114.071873,,poi
Mandarin Oriental Shenzhen · OPUS 388,22.557510,114.071529,,poi
Mandarin Oriental Shenzhen · San Can Bazaar,22.557476,114.071531,,poi
Mandarin Oriental Shenzhen · TAPAS 77,22.557140,114.071410,,poi
Mandarin Oriental Shenzhen · The Mandarin Cake Shop,22.557510,114.071529,,poi
Mangrove Wetland Park,22.529593,114.007715,,attraction
Mantingfang Sichuan Restaurant,22.537704,114.097347,,poi
Manxin Hotel Shenzhen Nanshan Science and Technology Park,22.546600,113.925768,,hotel
Mausoleum of Zhaojun,22.538034,113.997970,,attraction
Mawangzi Sichuan Cuisine (Shenzhen Bay MixC Branch),22.516900,113.946397,,poi
Meihao Lizhi Hotel Shenzhen Bao'an Airport (Huaide Metro Station Branch),22.672004,113.826334,,hotel
Meilin Reservoir,22.578353,114.034039,,attraction
Meiqiu M Hotel (Nantou Ancient City Daxin Metro Station Branch),22.537145,113.916478,,hotel
Meisha Bay Park,22.605358,114.320480,,attraction
Meiyu Hotel Apartment (Shenzhen Sungang Art Exhibition Center Branch),22.566292,114.103465,,hotel
Memorial Hall of the Former Site of the Dongjiang Guerrilla Command Headquarters,22.550945,114.124056,,attraction
Miao Shi Sichuan Cuisine (Longhua Tianhong Shopping Center Branch),22.627971,114.021431,,poi
Miao Shi Sichuan Cuisine (Tairan Branch),22.533392,114.026432,,poi
Minhe Nan (Shenzhen The MixC Branch),22.540037,114.110773,,poi
MixC Ice Rink,22.546085,114.117812,,attraction
Mokutan Yakitori (Futian Branch),22.533886,114.061709,,poi
Moon Bay Park,22.507174,113.905261,,attraction
Morton's Grille (Ping An Finance Centre Branch),22.534029,114.055483,,poi
Mr. Rhino Yakiniku Bistro (INTOWN Branch),22.532118,114.064793,,poi
Mu Mian · Drunken Heart Cantonese Flavor (COCO Park Branch),22.533446,114.054027,,poi
Naiwei S Hotel (Shenzhen Coast City Nanyou Branch),22.512721,113.929052,,hotel
Nan Xiang Lou Art Hotel (OCT Gankeng Ancient Town Branch) · Phoenix Hakka Restaurant,22.657635,114.103790,,poi
Nan'ao Moon Bay Shuangyong Pier,22.537349,114.496377,,attraction
Nan'ao No.1 Beach,22.552902,114.488023,,attraction
Nan'ao Sapphire Beach,22.543927,114.490429,,attraction
Nan'ao Zhengjie Beach,22.507697,114.492120,,attraction
Nanhai Yiku,22.492585,113.924141,,attraction
Nanli'ao Brazilian BBQ (Mission Hills MHmall Branch),22.722082,114.075198,,poi
Nanshan,22.502974,113.912910,,attraction
Nanshan Library,22.540607,113.928925,,attraction
Nanshan Museum,22.540715,113.930480,,attraction
Nanshan Park,22.500143,113.912003,,attraction
Nantou Ancient City,22.549163,113.927048,,attraction
Nantou Ancient City Museum,22.546714,113.926466,,attraction
Nanxiang · Jinggong Shunde Cuisine (Intown Branch),22.536439,114.065191,,poi
Nanxianglou Art Hotel (OCT Gankeng Ancient Town Branch),22.657457,114.103391,,hotel
Nanyang Inn (OCT Gankeng Ancient Town Branch),22.654570,114.105951,,hotel
Nanyuechun Restaurant (Dapeng Branch),22.584120,114.482549,,poi
Neobio Family Center (Joy City Branch),22.542310,114.070901,,attraction
Neobio Family Center (Shenzhen Bao'an Branch),22.565100,113.911880,,poi
New World Restaurant (Wanda Branch),22.571155,113.892923,,poi
Ni Hao · Encounter Music Coconut Chicken Bar (Dongmen Branch),22.548034,114.119184,,poi
Niao Jin · Charcoal Grilled Yakitori (Nanshan Xizhilang Branch),22.508567,113.940656,,poi
Niaopeng Yakitori Izakaya (Guomao Branch),22.542125,114.119591,,poi
Nick Playtime Park,22.530470,113.998454,,attraction
Niu Bai Xian · Beef Brisket Pot Hot Pot (Xuefu Road Branch),22.527903,113.920764,,poi
Niu Jiazhuang Beef Noodles (Shekou Old Street Branch),22.485738,113.927837,,poi
Niu Jiazhuang Beef Noodles (Shekou Old Street Branch),22.485738,113.927837,,restaurant
Niu Xiao Zao Beef Offal Pot (Center City Branch),22.535329,114.060433,,poi
Niupaijia (The MixC World Branch),22.541291,113.957320,,poi
No. 18 Tavern (FutianGalaxy COCO Park Branch),22.533598,114.054602,,poi
No. 6 Garden Restaurant,22.479539,113.913422,,poi
No. 79 Fishing Boat Seafood Restaurant (Gangxia Branch),22.533403,114.068576,,poi
No. 79 Fishing Boat Seafood Restaurant (Sungang Branch),22.564523,114.109700,,poi
Nong Fu LONFOOD (INTOWN Center Branch),22.535309,114.066698,,poi
North Station Central Park,22.612581,114.031468,,attraction
Northwest Leader · Halal Restaurant · Team Building & Gatherings · Banquets,22.568293,114.069429,,poi
Novotel Shenzhen Futian (Kexueguan Metro Station Branch),22.540382,114.102621,,hotel
Nuwa Coastal Park,22.485998,113.925285,,attraction
OAO Art Space,22.682048,113.814862,,attraction
OCAT (Shenzhen Branch),22.543276,114.000258,,attraction
OCHO Spanish Bistro,22.519014,114.061871,,poi
OCT Art Museum,22.539140,113.989372,,attraction
OCT Coastal City Ocean Dream Aquarium,22.531987,113.994672,,attraction
OCT Coastal City Shenzhen,22.529689,113.994371,,attraction
OCT East,22.632382,114.294208,,attraction
OCT East - Viewing Platform No. 1,22.652906,114.285359,,attraction
OCT East Grand Canyon,22.614742,114.307810,,attraction
OCT East Helicopter Experience,22.632275,114.294924,,attraction
OCT East Water Park,22.612073,114.312626,,attraction
OCT East Waterfall,22.632382,114.294208,,attraction
OCT Happy Valley Shenzhen,22.548012,113.986939,,attraction
OCT Harbour,22.550112,113.888645,,attraction
OCT National Wetland Park,22.533806,113.989416,,attraction
OCT-LOFT Creative Culture Park,22.543649,113.999860,,attraction
Onyasai Japanese Shabu-Shabu (Futian CocoPark Branch),22.533034,114.054682,,poi
Orange Hotel (Shenzhen Bao'an Haiya Bin Fen City Branch),22.564172,113.904325,,hotel
Orange Hotel (Shenzhen Nanshan Lili Metro Station Branch),22.511442,113.910238,,hotel
Orange Hotel (Shenzhen Nanshan Xili Metro Station Branch),22.584280,113.950351,,hotel
Orange Hotel (Shenzhen North Station Branch),22.622330,114.039925,,hotel
Oyoyster (Shenye UpperHills Branch),22.557698,114.070261,,poi
O·POWER Culture and Arts Center,22.551278,113.992941,,attraction
Pang Ming Snail Rice Noodles,22.521577,114.052301,,poi
Pang Ming Snail Rice Noodles,22.521577,114.052301,,restaurant
Panos The Steakhouse & Lounge,22.508390,113.940870,,poi
Park Hyatt Shenzhen · Hao Tang,22.532109,114.055601,,poi
Park Hyatt Shenzhen · Rong Ge Chinese Restaurant,22.531901,114.055541,,poi
Park Hyatt Shenzhen · Yue Hall,22.532121,114.055762,,poi
Paulaner · German Brewed Beer Restaurant (Sea World Branch),22.483319,113.917664,,poi
Pengcheng Renjia Seafood Restaurant (Jiaochangwei Main Branch),22.591567,114.514564,,poi
Pengke Boutique Hotel (Shenzhen Coast City Technology Park Branch),22.514029,113.934497,,hotel
People's Park,22.559490,114.123650,,attraction
Pinghu Ecological Park,22.680421,114.117410,,attraction
Pingshan Art Museum,22.713324,114.352785,,attraction
"Pingshan Hotel, Shenzhen Pingshan High-Speed Railway Station",22.677575,114.341409,,hotel
Pingshan Park,22.694206,114.350082,,attraction
Pingshan Sculpture Art Creative Park,22.681874,114.355523,,attraction
Pizza Hut (Intown MixC Branch),22.570173,114.059913,,poi
Po Dian Fei Ha Northeast BBQ (Huaqiangbei Branch),22.544340,114.092320,,poi
Portrait of Deng Xiaoping,22.547651,114.110434,,attraction
Pu Yu Tang · Premium Hakka Cuisine (OCT-LOFT Branch),22.537118,113.992946,,poi
Pullman Shenzhen Shentie · Puyao Chinese Restaurant,22.612398,114.030795,,poi
Qi Xiang Stir-Fried Yellow Beef (Huanggang Branch),22.531275,114.064045,,poi
Qian Ye Sukiyaki & Wagyu All-You-Can-Eat (KKONE Branch),22.526450,114.027527,,poi
Qiang Ji Seafood Restaurant (Fengye Branch),22.516210,113.921424,,poi
Qianhai Performing Arts Park,22.539573,113.898690,,attraction
Qianhai Stone Park,22.532339,113.895748,,attraction
Qianjiang Art Center,22.635755,114.141927,,attraction
Qiantang Chao · Refined Jiangzhe Cuisine (Futian COCO Park Branch),22.533152,114.054573,,poi
Qing Hui Xiao Yuan · Kung Fu Roast Meat Shunde Cuisine (Guanlan Lake MHmall Branch),22.722522,114.075251,,poi
Qing Kong · Japanese Cuisine (MixC Branch),22.515929,113.945800,,poi
Qing Peng Restaurant,22.569298,114.113241,,poi
Qing Yun Yan BBQ & Wine Alley (Futian Branch),22.523419,114.024855,,poi
Qingfeng Pigeon (Zhongke Valley Branch),22.707373,114.106001,,poi
Qingneng Chutian Grand Hotel (Shenzhen Futian Port Convention and Exhibition Center Branch),22.527770,114.047436,,hotel
Qingping Ancient Market Film and Culture Park,22.744132,113.835218,,attraction
Qingqing World,22.505076,113.907639,,attraction
Qingxiang Seafood Restaurant (Nan'ao Tourism Must-Visit Branch),22.538417,114.486921,,poi
Qiniang Mountain,22.531869,114.557055,,attraction
Qiteng Olin Hotel,22.681828,114.199523,,poi
Qiuguo Hotel (Shenzhen Convention and Exhibition Center Fumin Metro Station Branch),22.524363,114.064996,,hotel
Qiuguo Hotel (Shenzhen Nanshan Nanxin Road Branch),22.530565,113.919105,,hotel
"Qiuguo Hotel, Gangxia Metro Station, Shenzhen Convention and Exhibition Center",22.537511,114.068481,,hotel
"Qiuguo Hotel, Shixia Metro Station, Shenzhen Convention and Exhibition Center",22.520964,114.052621,,hotel
Qiuguo S Hotel (Shenzhen Nanshan Nantou Ancient City Branch),22.537757,113.917768,,hotel
Qiushui Mountain Park,22.604436,114.150121,,attraction
Qiushui Mountain Scenic Area,22.604436,114.150121,,attraction
Qiyue International Hotel (Longgang Dayun Branch),22.697457,114.246344,,hotel
Raffles City Shenzhen · Long Bar,22.505955,113.942429,,poi
Raffles City Shenzhen · Yun Jing,22.505702,113.942350,,poi
Railway Park,22.589074,114.122018,,attraction
Rainbow Planet Amusement Park,22.722429,113.839829,,attraction
Ran Steakhouse (Huangting Branch),22.535259,114.064207,,poi
Ready Player One Skydiving Club (Shenzhen Branch),22.714668,114.264387,,attraction
Red Cube Public Art Museum,22.723569,114.254963,,attraction
Rong Sichuan Cuisine (OCT Branch),22.534820,113.982861,,poi
Rong Yi · Beauty of Sichuan Flavor (Shenye Upper City Branch),22.556207,114.069352,,poi
Rong Yue Restaurant · Inherited Cantonese Cuisine (Kexing Science Park Branch),22.548853,113.944694,,poi
Rose Coast Beach,22.615324,114.381268,,attraction
Rose Coast Cultural Tourism Resort,22.615927,114.383865,,attraction
Rose Town,22.592297,114.487594,,attraction
Run Yuan Si Ji Coconut Chicken Hot Pot (Intown MixC Branch),22.569107,114.060077,,poi
Runyuan Siji Coconut Chicken Hot Pot (OCT Creative Park Branch),22.538439,113.992175,,poi
SAANCI Coffee (One Avenue Branch),22.538301,114.064294,,poi
SAANCI Coffee (One Avenue Branch),22.538301,114.064294,,restaurant
SGP Karting Club,22.585436,114.113358,,attraction
SHAUGHNESSY Restaurant & Bar,22.537829,113.944849,,poi
Sakura High-Altitude Japanese BBQ (Sunset Sea View Branch),22.521844,114.053191,,poi
Sea Paradise,22.731941,113.777756,,attraction
Sea Rainbow,22.606327,113.821243,,attraction
Sea World,22.488788,113.923580,,attraction
Sea World Beach Town (Sea World Huigang Shopping Center Phase II Branch),22.491447,113.921267,,poi
Sea World Culture and Arts Centre,22.486077,113.922944,,attraction
Seaside Park,22.539573,113.898690,,attraction
Sen Ji Chaozhou Clay Pot Porridge (Dameisha Branch),22.595331,114.305032,,poi
Seven Star Bay Yacht Club,22.568270,114.547299,,attraction
Shajing Ancient Market,22.744132,113.835218,,attraction
Shan He Tian · Creative Cuisine (Luohu Branch),22.541095,114.120568,,poi
Shan Jie Old Hot Pot (Shenzhen Main Branch),22.520903,113.923153,,poi
Shandong Laojia (Intown Branch),22.536409,114.065814,,poi
Shangri-La Hotel Shenzhen Futian · Lobby Lounge,22.536243,114.057252,,poi
Shangri-La Snowy Region,22.550111,113.988179,,attraction
Shangwei Art Village,22.686074,114.088753,,attraction
Shatoujiao,22.555547,114.234118,,attraction
Shayucun,22.619315,114.410777,,attraction
Shayucun Beach,22.613233,114.423108,,attraction
Shekou Industrial Zone,22.489321,113.922707,,attraction
Shekou Kang Le Fast Food Fish Stall (Cuiyuan Residential Area Branch),22.487905,113.928269,,poi
Shekou Kang Le Fast Food Fish Stall (Cuiyuan Residential Area Branch),22.487905,113.928269,,restaurant
Shekou Port,22.482004,113.919541,,attraction
Shekou Port Zhuhai Cruise,22.474693,113.919947,,attraction
Shekou Value Factory,22.473784,113.901987,,attraction
Shen Ban Yakitori Bar (Bo Jin International Branch),22.530101,114.027132,,poi
Shen Nan Dao Modern Chaoshan Cuisine,22.535525,114.027327,,poi
Shen Ye · Mu Xuanya Sea View Restaurant,22.538747,114.483951,,poi
Sheng Ji Restaurant (Lychee Park Branch),22.545827,114.104069,,poi
Shenzhen Airport North Station,22.650000,113.800000,,poi
Shenzhen Airport Pier Cruise,22.606327,113.821243,,attraction
Shenzhen Airport Railway Station,22.620000,113.810000,,poi
Shenzhen Anban Eco-Hotel (Nanshan OCT Science and Technology Park Branch),22.556197,113.974259,,hotel
Shenzhen Art Museum (Donghu Branch),22.577304,114.153909,,attraction
Shenzhen Art Museum (New Building),22.630989,114.030300,,attraction
Shenzhen Auden International Hotel,22.584331,114.482576,,hotel
Shenzhen Baguang Sea Skydiving Base,22.663499,114.509740,,attraction
Shenzhen Bao'an Fanshen Road Qiuguo Hotel,22.556326,113.900691,,hotel
Shenzhen Bao'an Marathon,22.557779,113.890046,,attraction
Shenzhen Bao'an Qianhai Pagoda Junting Design Hotel,22.557232,113.909531,,hotel
Shenzhen Baolilai International Hotel · Fenghuangge Rotating Restaurant,22.672395,113.827557,,poi
Shenzhen Bay Bridge,22.493012,113.957048,,attraction
Shenzhen Bay Kapok Hotel · Xiao Nan Yang (Shenzhen Bay Branch),22.519059,113.947170,,poi
Shenzhen Bay Park,22.524806,113.969405,,attraction
Shenzhen Bay Park - Liuhua Mountain,22.518145,113.960529,,attraction
Shenzhen Bay Park - Sports Park,22.491742,113.951518,,attraction
Shenzhen Bay Park - Sunrise Theater,22.504790,113.958869,,attraction
Shenzhen Bay Qiuguo S1979 Hotel,22.490720,113.935232,,hotel
Shenzhen Bay Renaissance Hotel · Wan Li Xuan Chinese Restaurant,22.531722,113.950793,,poi
Shenzhen Bay Sports Center,22.524180,113.956211,,attraction
Shenzhen Bluebell Bay Resort Hotel · Songting Teppanyaki,22.520805,113.986439,,poi
Shenzhen Book City (Central City Branch),22.552693,114.066282,,attraction
Shenzhen Central Park,22.558082,114.084904,,attraction
Shenzhen Century Garden Hotel (Nanshan Technology Park Branch),22.534199,113.964544,,hotel
Shenzhen Children's Amusement Park,22.549651,114.017029,,attraction
Shenzhen Children's Park,22.559966,114.130772,,attraction
Shenzhen China Resources Tower Art Center,22.520580,113.953216,,attraction
Shenzhen Civic Center,22.549351,114.066182,,attraction
Shenzhen Concert Hall,22.553073,114.063674,,attraction
Shenzhen Contemporary Art and Urban Planning Exhibition Center,22.551648,114.067947,,attraction
Shenzhen Convention and Exhibition Center (Futian Hall),22.536478,114.066315,,attraction
Shenzhen D House Dreamer Hotel Apartment (Futian Shangmeilin Metro Station Branch),22.570233,114.061462,,hotel
Shenzhen Dameisha Capital International Resort Hotel · Mangge Southeast Asian Specialty Restaurant,22.597662,114.314679,,poi
Shenzhen Dameisha InterContinental Resort · Yuan · Coffee All-Day Dining Restaurant,22.597480,114.314420,,poi
Shenzhen Dameisha Kingkey InterContinental Resort · Lobby Bar,22.597515,114.314266,,poi
Shenzhen Dameisha Yalan Hotel,22.595553,114.308265,,hotel
Shenzhen Dameisha Zhongxing Hetai Sea View Hotel,22.584779,114.294375,,hotel
Shenzhen Dapeng Jiaochangwei Atour X Hotel,22.589430,114.508101,,hotel
Shenzhen Dapeng Jinshawan Beach,22.575620,114.467912,,attraction
Shenzhen Dapeng New District Ancient City Museum,22.601288,114.519624,,attraction
Shenzhen Dapeng Peninsula National Geopark Museum,22.534842,114.537654,,attraction
Shenzhen Donghai Langham Hotel · T'ANG COURT Chinese Restaurant,22.536336,114.020477,,poi
Shenzhen Dongmen Yitang Service Apartment,22.546261,114.117279,,hotel
Shenzhen Dunhill International Hotel · Burton Restaurant (Xixiang Branch),22.593747,113.877992,,poi
Shenzhen East,22.600000,114.120000,Shenzhen transport hub,poi
Shenzhen Fangge Yashi Hotel (Nanshan Technology Park Branch),22.510525,113.932089,,hotel
Shenzhen Flower Sea,22.594911,114.535303,,attraction
Shenzhen Free Deer Yacht Wake Surfing Club,22.568241,114.547290,,attraction
Shenzhen Fu Yuan Crowne Plaza Suites Hotel · Fu Lin Men Chinese Restaurant,22.542287,114.120887,,poi
Shenzhen Fulland Grand Hotel,22.530801,114.115246,,hotel
Shenzhen Futian,22.540087,114.052879,Shenzhen subway station,subway_station
Shenzhen Futian Huanggang Port Qiuguo Hotel,22.527620,114.077650,,hotel
Shenzhen Futian Huaqiangbei Qiuguo Hotel,22.563777,114.099844,,hotel
Shenzhen Futian Shangsha Metro Station Qiuguo Hotel,22.523392,114.039096,,hotel
Shenzhen Futian Zhuzilin Boyuan Qiuguo Hotel,22.533850,114.005939,,hotel
Shenzhen Grand Hyatt · Lan Ting Chaoshan Chinese Restaurant · Cantonese Cuisine,22.539225,114.069967,,poi
Shenzhen Great Wall Hotel,22.550064,114.106903,,hotel
Shenzhen Guanlan Atour Hotel,22.707370,114.043967,,hotel
Shenzhen Guanlan High-Tech Park Atour Hotel,22.687773,114.060208,,hotel
Shenzhen Hard Rock Hotel · Hard Rock Cafe (Mission Hills International Building Branch),22.720942,114.075280,,poi
Shenzhen Hard Rock Hotel · SESSIONS All-Day Dining Restaurant,22.720942,114.075280,,poi
Shenzhen Heartbreak Museum (Dongmen Old Street Flagship Store),22.551553,114.125424,,attraction
Shenzhen Hua Banlong Homestay,22.610503,114.416772,,hotel
Shenzhen Hui Hotel · Hui Chinese Restaurant · Cantonese Cuisine,22.548540,114.082100,,poi
Shenzhen Industrial Exhibition Hall,22.549223,114.065691,,attraction
Shenzhen Ingiston Hotel,22.726152,114.046273,,hotel
Shenzhen International Garden and Flower Expo Park,22.544055,114.009914,,attraction
Shenzhen Jewelry Museum,22.575667,114.134294,,attraction
Shenzhen Jiaochangwei Yishe Boutique Hotel,22.587280,114.509910,,hotel
Shenzhen Jingfeng Hotel (Xili University Town Branch),22.583160,113.964444,,hotel
Shenzhen Kaisa Marriott Hotel · Jiameixuan Chinese Restaurant,22.569670,114.459309,,poi
Shenzhen Kingkey Crystal Hotel,22.539423,114.105825,,hotel
Shenzhen Library,22.551343,114.063825,,attraction
Shenzhen Linian Hotel,22.495690,113.891695,,hotel
Shenzhen Longgang Manxin Hotel,22.720425,114.214168,,hotel
Shenzhen Longgang Shiyaling Metro Station Atour Hotel,22.631847,114.133138,,hotel
Shenzhen Longgang Zhonghaixin Atour S Hotel,22.648401,114.118867,,hotel
Shenzhen Luohu Dongmen Atour X Hotel,22.546214,114.121982,,hotel
Shenzhen Marriott Hotel Zhongzhou · Man Ho Chinese Restaurant,22.517497,113.933246,,poi
Shenzhen Marriott Hotel · Jinsha All-Day Dining Restaurant,22.569304,114.460696,,poi
Shenzhen Maya Beach Water Park,22.547982,113.985916,,attraction
Shenzhen Meijing Hotel,22.617051,114.022997,,hotel
Shenzhen Meijing Yayue Hotel,22.615968,114.025099,,hotel
Shenzhen Metropolo Hotel,22.549074,114.123002,,hotel
Shenzhen Mission Hills Resort Hotel · Four Seasons Japanese Cuisine,22.737448,114.076012,,poi
Shenzhen Museum,22.549321,114.068288,,attraction
Shenzhen Museum - Ancient Art Museum,22.548602,114.108022,,attraction
Shenzhen Museum History and Folklore Hall,22.549639,114.068173,,attraction
Shenzhen Naiwei S Hotel (Xili Metro Station Branch),22.581875,113.957484,,hotel
Shenzhen Nanshan Daxin Metro Station Hanhao Hotel,22.532639,113.916449,,hotel
Shenzhen Nanshan Science and Technology Park Changyuan Qingju Hotel,22.551098,113.944138,,hotel
Shenzhen Nanshan Shenzhen Bay Mercure Hotel,22.494115,113.932006,,hotel
Shenzhen Nanyue Smart Hotel (Nanshan Vanke Cloud City Branch),22.569103,113.948897,,hotel
Shenzhen North,22.609720,114.029113,Shenzhen transport hub,poi
Shenzhen OCT Tourism Resort,22.544406,113.991170,,attraction
Shenzhen Observatory,22.485560,114.565898,,attraction
Shenzhen Peng Rui Raffles Hotel · Sky Cafe,22.505984,113.942343,,poi
Shenzhen Pengwei Hotel,22.546289,114.109344,,hotel
Shenzhen Peninsula Renaissance Hotel · Yun Jing Xuan Rotating Restaurant · Cloud Gathering & Dating,22.541077,114.122606,,poi
Shenzhen Ping An Finance Centre Sky Observation Deck,22.538844,114.062186,,attraction
Shenzhen Pingshan Railway Station,22.710000,114.330000,,poi
Shenzhen Qushu HAJANA Seaside Homestay · WildSpark · Huanpan Seaview Restaurant,22.547741,114.477987,,poi
Shenzhen Red Cube,22.723965,114.254512,,attraction
Shenzhen Renaissance Hotel · Ran Restaurant,22.541092,114.122627,,poi
Shenzhen Royal V Hotel · VCAFÉ Western Restaurant · High-altitude Buffet · Overlooking CBD,22.531201,114.063982,,poi
Shenzhen Ruifana Hotel (Bao'an Pingzhou Metro Station Branch),22.570399,113.868388,,hotel
Shenzhen Safari Park,22.602723,113.976990,,attraction
Shenzhen Science Museum,22.548485,114.102354,,attraction
Shenzhen Sea World Dianying Hotel,22.483360,113.913271,,hotel
Shenzhen Sea World Junlan Bailu Hotel,22.489031,113.919136,,hotel
Shenzhen Sentosa Hotel (Nanshan Taoyuan Branch),22.533047,113.927509,,hotel
Shenzhen Shangri-La · Xiang Gong Chinese Restaurant · Cantonese Cuisine · Dim Sum,22.533674,114.117755,,poi
Shenzhen Shanhai Langhua Hotel (Nanshan Technology Park Branch),22.529107,113.910552,,hotel
Shenzhen Shekou Ocean Science Museum,22.493342,113.933215,,attraction
Shenzhen Shekou Sea World Kaiyuan Mingting Hotel,22.487485,113.919016,,hotel
Shenzhen Shenzhen Airlines International Hotel · Café Wings · Coffee Shop,22.534423,114.019405,,poi
Shenzhen Sichuan Hotel (Futian District Tongxinling Metro Station Branch) · Chuanxianglou Restaurant,22.548782,114.095229,,poi
Shenzhen Sightseeing Bus,22.527998,113.998652,,attraction
Shenzhen Sky City,22.562339,113.971470,,attraction
Shenzhen Songgang Manjinghua Lepin Hotel,22.785441,113.833846,,hotel
Shenzhen Station,22.531930,114.116980,,poi
Shenzhen T Hotel Apartment (Nanshan Technology Park Branch),22.524625,113.936903,,hotel
Shenzhen Talent Park,22.512223,113.955487,,attraction
Shenzhen Technology University International Academic Exchange Center 1034 Hotel,22.701393,114.394804,,hotel
Shenzhen Unicorn Starry Sky Art Museum,22.551682,114.124635,,attraction
Shenzhen University Town,22.590581,113.982769,,attraction
Shenzhen VON Hotel Wanhe Hotel (Nanshan MixC World Branch),22.537785,113.948164,,hotel
Shenzhen Wangye Museum,22.660034,114.047496,,attraction
Shenzhen Women and Children's Building - Children's Exploration Hall,22.558107,114.051169,,attraction
Shenzhen Wyndham Grand Hotel · Quwei · Seafood Buffet Restaurant,22.533460,114.067617,,poi
Shenzhen Xiaoliangmao Home Hotel (Gankeng Ancient Town Branch),22.657927,114.100676,,hotel
Shenzhen Xili Nan Rong Grand Hotel · Nan Rong Grand Restaurant,22.576712,113.953447,,poi
Shenzhen Xiwan Hotel,22.526123,113.939768,,hotel
Shenzhen Yi Duoduo Hotel (Bao'an Gymnasium Branch),22.563369,113.876837,,hotel
Shenzhen Yitian Westin Hotel · Westin Steakhouse,22.537705,113.975999,,poi
Shenzhen Yuehai Hotel (Nanshan Science and Technology Park Branch),22.538872,113.923637,,hotel
Shenzhen Yueji Hotel (Nanshan Science and Technology Park Branch),22.535899,113.952490,,hotel
Shenzhen Yuelin Hotel,22.559620,114.236039,,hotel
Shenzhen Yueru Hotel,22.536790,114.023844,,hotel
Shenzhen Yueye Campsite,22.667152,114.109431,,poi
Shenzhen Yunhai Hotel,22.556288,114.468670,,hotel
Shenzhen Zhongchen International Hotel (Shenzhen Pingshan High-Speed Railway Station Baolong Metro Station Branch),22.693443,114.291826,,hotel
Shenzhen Zhongzhou Marriott Hotel · Nanshan Shang Shan Buffet,22.517397,113.933441,,poi
Shenzhen Zhongzhou Saint-Dizier Hotel · Phoenix Tower (Huaqiang Branch),22.549527,114.088335,,poi
Shenzhen Zhongzhou Saintyuan Hotel,22.549404,114.087387,,hotel
Shenzhen teamLab Co-Creation! Future Park,22.534017,114.035093,,attraction
Sheraton Shenzhen Boli Tianrui Hotel Lobby Lounge,22.583048,113.971870,,poi
Sheraton Shenzhen Boli Tianrui Hotel · Xili Shangshan,22.583195,113.971702,,poi
Sheraton Shenzhen Botel · Tian Rui Xuan · Cantonese Restaurant,22.583115,113.972384,,poi
Sheraton Shenzhen Hotel · Ju Wei Xuan Chinese Restaurant,22.511600,114.062300,,poi
